contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
V230120C00240000,2022-01-03 20:22:08+00:00,240.0,15.5,15.0,16.45,1.1499996,8.013935,57,4620,0.2620618228149414,False,REGULAR,USD
V230120C00245000,2022-01-03 18:38:22+00:00,245.0,13.85,13.3,14.65,1.3500004,10.800003,13,600,0.2596814755249024,False,REGULAR,USD
V230120C00250000,2022-01-03 19:19:38+00:00,250.0,12.45,11.85,12.7,1.4499998,13.181816,677,4598,0.2538984523010254,False,REGULAR,USD
V230120C00260000,2022-01-03 19:20:18+00:00,260.0,9.5,9.1,10.0,0.97999954,11.502341,5,1674,0.25153336364746093,False,REGULAR,USD
V230120C00270000,2022-01-03 19:17:20+00:00,270.0,7.2,6.9,7.5,-0.03999996,-0.5524857,7,1802,0.2453383572387695,False,REGULAR,USD
V230120C00280000,2022-01-03 20:40:39+00:00,280.0,5.65,5.0,6.5,0.3000002,5.60748,31,810,0.2546766427612305,False,REGULAR,USD
V230120C00290000,2021-12-22 15:58:56+00:00,290.0,4.65,3.85,4.8,0.0,0.0,6,1372,0.249030947265625,False,REGULAR,USD
V230120C00300000,2022-01-03 20:18:37+00:00,300.0,3.4,3.0,3.75,0.20000005,6.2500014,6,3263,0.24915301635742187,False,REGULAR,USD
V230120C00305000,2021-12-15 20:33:26+00:00,305.0,2.47,2.78,3.65,0.0,0.0,10,121,0.256141471862793,False,REGULAR,USD
V230120C00310000,2021-12-17 20:57:01+00:00,310.0,2.63,2.14,3.15,0.0,0.0,1,272,0.2543714700317383,False,REGULAR,USD
V230120C00315000,2021-12-06 20:35:48+00:00,315.0,2.33,0.39,4.6,0.0,0.0,20,43,0.2919992675781249,False,REGULAR,USD
V230120C00320000,2021-12-27 20:36:22+00:00,320.0,2.0,1.46,2.63,0.0,0.0,10,1428,0.2586133709716797,False,REGULAR,USD
V230120C00330000,2021-12-17 20:57:01+00:00,330.0,1.78,1.5,3.15,0.0,0.0,1,591,0.2863230548095703,False,REGULAR,USD
V230120C00340000,2021-12-27 17:45:30+00:00,340.0,1.36,0.71,3.6,0.0,0.0,16,238,0.31153032226562494,False,REGULAR,USD
V230120C00350000,2021-12-29 19:30:10+00:00,350.0,1.41,0.6,1.45,0.0,0.0,118,1970,0.2661206201171875,False,REGULAR,USD
V230120C00360000,2021-12-31 17:32:43+00:00,360.0,1.73,0.85,1.9,0.0,0.0,1,152,0.29407444213867184,False,REGULAR,USD
V230120C00370000,2022-01-03 15:53:50+00:00,370.0,1.0,0.8,1.0,0.13999999,16.279068,2,668,0.2712475219726562,False,REGULAR,USD
