contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
V230120C00095000,2021-12-07 14:40:56+00:00,95.0,112.6,124.9,128.45,0.0,0.0,1,45,0.5328415856933593,True,REGULAR,USD
V230120C00100000,2021-12-30 19:14:02+00:00,100.0,121.0,120.65,123.55,2.0,1.6806724,1,80,0.5097705273437501,True,REGULAR,USD
V230120C00105000,2021-12-27 16:11:13+00:00,105.0,117.0,114.9,119.0,4.5,4.0,1,6,0.5045215563964844,True,REGULAR,USD
V230120C00110000,2022-01-03 15:42:09+00:00,110.0,112.25,110.35,114.0,3.699997,3.4085646,1,106,0.4774222180175781,True,REGULAR,USD
V230120C00115000,2021-12-15 19:13:28+00:00,115.0,96.9,105.2,109.3,0.0,0.0,4,5,0.46405565246582037,True,REGULAR,USD
V230120C00120000,2022-01-03 20:35:32+00:00,120.0,102.7,101.05,104.7,4.0499954,4.1054187,1,111,0.45380184875488283,True,REGULAR,USD
V230120C00125000,2021-11-22 15:47:35+00:00,125.0,75.0,94.0,95.25,0.0,0.0,1,9,1.0000000000000003e-05,True,REGULAR,USD
V230120C00130000,2021-12-29 16:00:05+00:00,130.0,90.1,91.4,94.85,0.0,0.0,2,42,0.4096738720703125,True,REGULAR,USD
V230120C00135000,2021-12-28 18:15:18+00:00,135.0,86.15,87.05,90.1,0.0,0.0,4,86,0.39398799377441407,True,REGULAR,USD
V230120C00140000,2021-12-31 20:48:18+00:00,140.0,81.0,82.3,85.75,0.0,0.0,10,105,0.38934936828613287,True,REGULAR,USD
V230120C00145000,2021-12-28 20:27:31+00:00,145.0,75.8,77.8,80.2,-0.7999954,-1.0443804,1,53,0.3513858807373046,True,REGULAR,USD
V230120C00150000,2022-01-03 19:26:26+00:00,150.0,74.92,74.0,75.3,3.4199982,4.783214,3,323,0.33222103332519537,True,REGULAR,USD
V230120C00155000,2022-01-03 17:36:25+00:00,155.0,70.15,70.15,72.25,2.75,4.0801187,7,101,0.3560245062255859,True,REGULAR,USD
V230120C00160000,2021-12-30 19:40:24+00:00,160.0,65.6,65.5,67.8,1.75,2.740799,11,399,0.34445845977783207,True,REGULAR,USD
V230120C00165000,2021-12-30 14:32:28+00:00,165.0,59.0,61.3,63.55,0.0,0.0,1,99,0.335944140625,True,REGULAR,USD
V230120C00170000,2022-01-03 16:35:39+00:00,170.0,57.0,57.15,58.5,1.7900009,3.242168,2,169,0.3120796331787109,True,REGULAR,USD
V230120C00175000,2022-01-03 19:08:56+00:00,175.0,53.8,53.15,55.55,3.7000008,7.3852315,1,283,0.32376774871826164,True,REGULAR,USD
V230120C00180000,2022-01-03 19:54:55+00:00,180.0,49.8,49.3,51.6,3.4500008,7.4433675,49,999,0.31632153411865227,True,REGULAR,USD
V230120C00185000,2022-01-03 19:22:03+00:00,185.0,46.53,45.65,47.15,2.2799988,5.1525397,2,139,0.3003457417297363,True,REGULAR,USD
V230120C00190000,2022-01-03 19:28:50+00:00,190.0,42.9,42.0,44.15,2.75,6.849315,9,471,0.30380945220947264,True,REGULAR,USD
V230120C00195000,2022-01-03 19:59:37+00:00,195.0,39.0,38.35,40.15,2.7999992,7.7348046,19,382,0.29181616394042953,True,REGULAR,USD
V230120C00200000,2022-01-03 19:49:49+00:00,200.0,35.85,35.3,36.3,2.459999,7.367472,34,4099,0.2807383938598632,True,REGULAR,USD
V230120C00205000,2022-01-03 20:25:11+00:00,205.0,32.75,32.15,33.25,2.3500004,7.730264,6,1282,0.2781139083862304,True,REGULAR,USD
V230120C00210000,2022-01-03 19:59:37+00:00,210.0,29.6,29.25,30.2,2.4300003,8.943689,29,2644,0.27368890380859373,True,REGULAR,USD
V230120C00215000,2022-01-03 20:52:26+00:00,215.0,26.75,26.3,27.25,1.7600002,7.0428176,35,1533,0.2687145883178711,True,REGULAR,USD
V230120C00220000,2022-01-03 20:19:00+00:00,220.0,24.16,23.8,24.5,2.1100006,9.569164,97,4023,0.2643201010131836,True,REGULAR,USD
V230120C00225000,2022-01-03 20:46:42+00:00,225.0,21.36,21.6,22.25,1.2600002,6.2686577,25,1898,0.2637097555541992,False,REGULAR,USD
V230120C00230000,2022-01-03 20:11:48+00:00,230.0,19.6,19.35,19.8,2.0,11.363636,29,4002,0.25914742324829104,False,REGULAR,USD
V230120C00235000,2022-01-03 19:55:08+00:00,235.0,17.32,17.0,18.3,1.4200001,8.930818,12,1202,0.2633588069152832,False,REGULAR,USD
