Date,Open,High,Low,Close,Adj Close,Volume
2017-04-03,72.639999,72.739998,71.470001,72.320000,55.687157,1182800
2017-04-04,71.620003,72.529999,71.599998,72.300003,55.671768,805000
2017-04-05,72.629997,73.029999,72.190002,72.230003,55.617870,971900
2017-04-06,72.349998,73.269997,72.279999,72.910004,56.141476,1109000
2017-04-07,73.050003,73.180000,72.400002,72.589996,55.895058,803000
2017-04-10,72.709999,73.059998,72.529999,72.910004,56.141476,878000
2017-04-11,72.800003,72.870003,72.070000,72.610001,55.910461,799500
2017-04-12,72.639999,72.739998,72.080002,72.400002,55.748772,923900
2017-04-13,72.430000,72.519997,70.930000,70.989998,54.663048,1273400
2017-04-17,71.339996,72.129997,71.339996,72.059998,55.486950,1302300
2017-04-18,71.760002,71.760002,70.820000,71.330002,54.924850,1353300
2017-04-19,71.410004,71.419998,70.459999,70.610001,54.370445,1090200
2017-04-20,70.769997,71.220001,70.519997,71.089996,54.740055,1101800
2017-04-21,70.269997,70.410004,69.919998,70.000000,54.568550,966300
2017-04-24,70.870003,71.379997,70.849998,71.150002,55.465038,1215200
2017-04-25,71.000000,71.779999,70.930000,71.510002,55.745678,1168000
2017-04-26,71.309998,71.599998,69.970001,70.120003,54.662094,1651300
2017-04-27,70.050003,70.099998,68.190002,68.709999,53.562927,2512800
2017-04-28,68.680000,68.949997,68.209999,68.480003,53.383629,1228400
2017-05-01,68.639999,68.839996,68.150002,68.199997,53.165359,991500
2017-05-02,68.080002,68.379997,67.430000,67.540001,52.650856,1444600
2017-05-03,67.500000,67.739998,67.029999,67.650002,52.736607,1095900
2017-05-04,67.720001,68.120003,67.250000,67.430000,52.565105,1488000
2017-05-05,67.680000,68.720001,67.300003,68.680000,53.539539,1081200
2017-05-08,68.650002,68.940002,68.459999,68.730003,53.578522,696800
2017-05-09,68.750000,68.790001,67.660004,67.720001,52.791176,1380800
2017-05-10,67.839996,68.510002,67.720001,68.320000,53.258904,952300
2017-05-11,67.559998,67.940002,67.220001,67.709999,52.783371,1100400
2017-05-12,67.629997,67.720001,66.849998,67.449997,52.580692,930200
2017-05-15,67.820000,68.870003,67.820000,68.580002,53.461590,1058200
2017-05-16,68.839996,69.320000,68.389999,68.440002,53.352448,1098100
2017-05-17,67.779999,67.830002,66.839996,67.190002,52.378006,1230800
2017-05-18,67.040001,68.419998,66.660004,67.930000,52.954880,1739800
2017-05-19,68.239998,68.849998,68.220001,68.809998,53.640888,809100
2017-05-22,68.980003,69.139999,68.790001,68.870003,53.687649,408600
2017-05-23,69.320000,69.699997,69.139999,69.250000,53.983887,950200
2017-05-24,69.099998,69.339996,68.580002,69.260002,53.991688,1209200
2017-05-25,70.180000,70.750000,69.370003,69.639999,54.287907,1564800
2017-05-26,69.930000,69.980003,69.349998,69.790001,54.404842,744000
2017-05-30,69.739998,70.160004,69.260002,69.489998,54.170975,1129900
2017-05-31,69.779999,69.779999,68.690002,69.099998,53.866962,1386900
2017-06-01,69.430000,69.690002,68.959999,69.379997,54.085220,992700
2017-06-02,69.349998,69.639999,69.050003,69.519997,54.194366,889600
2017-06-05,69.260002,69.620003,68.889999,69.419998,54.116405,766700
2017-06-06,69.099998,69.309998,68.860001,69.050003,53.827984,934600
2017-06-07,69.089996,69.519997,68.559998,68.949997,53.750015,910500
2017-06-08,69.059998,69.650002,68.889999,69.589996,54.248924,796400
2017-06-09,69.699997,71.099998,69.680000,70.800003,55.192204,1330200
2017-06-12,70.820000,71.570000,70.510002,70.699997,55.114235,1001200
2017-06-13,71.459999,71.459999,70.809998,70.940002,55.301334,1099000
2017-06-14,71.089996,71.169998,70.320000,70.570000,55.012890,1529900
2017-06-15,70.059998,70.709999,69.730003,70.599998,55.036278,1085400
2017-06-16,70.519997,71.089996,70.150002,71.010002,55.355892,939000
2017-06-19,71.029999,71.639999,70.919998,71.360001,55.628750,851300
2017-06-20,70.930000,71.120003,70.620003,70.660004,55.083057,943600
2017-06-21,70.559998,70.720001,69.919998,70.050003,54.607533,1073800
2017-06-22,70.410004,71.430000,70.349998,71.070000,55.402672,1155300
2017-06-23,70.820000,71.500000,70.430000,71.029999,55.371487,1248000
2017-06-26,71.410004,71.889999,70.660004,70.959999,55.316917,1014600
2017-06-27,71.230003,71.709999,70.940002,71.440002,55.691097,1419400
2017-06-28,71.989998,73.190002,71.900002,72.970001,56.883823,1727800
2017-06-29,73.620003,73.709999,72.220001,72.779999,56.735699,1779000
2017-06-30,73.099998,73.190002,72.029999,72.519997,56.533020,1494200
2017-07-03,72.800003,73.500000,72.629997,73.389999,57.211220,535200
2017-07-05,72.919998,73.400002,72.180000,73.230003,57.086494,1425100
2017-07-06,73.110001,73.790001,73.080002,73.320000,57.156651,1096000
2017-07-07,73.809998,74.110001,73.220001,73.800003,57.530853,1042700
2017-07-10,73.800003,74.019997,73.330002,73.620003,57.390526,863200
2017-07-11,73.540001,73.589996,73.059998,73.500000,57.296978,910800
2017-07-12,73.570000,74.949997,73.540001,74.550003,58.115509,1415400
2017-07-13,74.540001,74.889999,74.330002,74.769997,58.287010,889200
2017-07-14,74.769997,75.440002,74.650002,75.300003,58.700169,1223200
2017-07-17,75.300003,75.430000,74.870003,75.010002,58.474098,842200
2017-07-18,75.260002,75.459999,74.660004,75.000000,58.466309,769800
2017-07-19,75.400002,75.760002,75.230003,75.379997,58.762531,921900
2017-07-20,75.510002,75.860001,75.419998,75.639999,58.965225,896400
2017-07-21,75.610001,75.680000,75.070000,75.570000,58.910648,860500
2017-07-24,74.970001,75.120003,74.620003,74.940002,59.099926,885100
2017-07-25,75.290001,75.589996,74.860001,75.099998,59.226097,925400
2017-07-26,75.220001,75.330002,74.639999,74.889999,59.060490,940100
2017-07-27,75.010002,75.110001,73.830002,74.230003,58.539993,1106900
2017-07-28,74.470001,74.860001,74.199997,74.620003,58.847572,962100
2017-07-31,74.529999,74.919998,74.269997,74.559998,58.800232,879800
2017-08-01,74.910004,74.910004,73.879997,74.550003,58.792366,881300
2017-08-02,74.430000,75.059998,74.339996,74.889999,59.060490,661000
2017-08-03,74.889999,75.029999,74.550003,74.699997,58.910648,702300
2017-08-04,74.839996,75.269997,74.480003,74.739998,58.942188,678300
2017-08-07,74.709999,74.849998,74.410004,74.510002,58.760815,415100
2017-08-08,74.379997,74.870003,74.379997,74.739998,58.942188,738300
2017-08-09,74.339996,74.559998,74.000000,74.230003,58.539993,684000
2017-08-10,73.910004,74.110001,72.750000,72.889999,57.483227,1434400
2017-08-11,73.059998,73.410004,72.610001,72.889999,57.483227,754200
2017-08-14,73.400002,74.080002,73.389999,73.500000,57.964306,616800
2017-08-15,73.639999,73.639999,72.940002,73.220001,57.743477,1035600
2017-08-16,73.650002,73.809998,73.470001,73.610001,58.051029,576400
2017-08-17,73.349998,73.760002,72.959999,72.959999,57.538433,770200
2017-08-18,73.190002,73.599998,72.730003,73.320000,57.822319,975800
2017-08-21,73.230003,73.610001,72.989998,73.320000,57.822319,1014900
2017-08-22,73.519997,73.589996,73.059998,73.239998,57.759239,999700
2017-08-23,73.320000,74.500000,73.089996,74.220001,58.532112,1198500
2017-08-24,74.669998,74.669998,74.019997,74.230003,58.539993,918200
2017-08-25,74.360001,75.029999,74.239998,74.760002,58.957970,1168200
2017-08-28,74.959999,74.959999,74.300003,74.449997,58.713486,1394400
2017-08-29,73.949997,74.169998,73.500000,74.089996,58.429585,810400
2017-08-30,73.949997,74.050003,72.839996,73.230003,57.751350,1194200
2017-08-31,73.769997,74.519997,73.449997,74.059998,58.405930,1165600
2017-09-01,74.519997,74.830002,74.250000,74.330002,58.618862,706400
2017-09-05,74.169998,74.239998,73.180000,73.320000,57.822319,1055000
2017-09-06,73.500000,74.739998,73.099998,74.290001,58.587318,1250200
2017-09-07,74.699997,74.750000,74.290001,74.599998,58.831779,932500
2017-09-08,74.550003,74.750000,74.400002,74.529999,58.776577,752000
2017-09-11,75.000000,75.199997,74.800003,75.139999,59.257629,939300
2017-09-12,75.220001,75.559998,75.000000,75.309998,59.391708,704900
2017-09-13,75.339996,75.790001,75.169998,75.639999,59.651966,740700
