Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-01-03,19.603485996904055,19.76601192967646,18.943823525790503,19.120689392089844,415900,0.0,0
2007-01-04,19.068112684078823,19.072893878955792,18.661798647131455,18.833885192871094,548500,0.0,0
2007-01-05,18.805199639145577,18.809979009551245,18.265039608745656,18.379764556884766,478800,0.0,0
2007-01-08,18.34630230282241,18.44668548624686,18.04993029915345,18.159875869750977,540000,0.0,0
2007-01-09,18.188556917816648,18.456247247813774,18.021251601250437,18.379764556884766,467600,0.0,0
2007-01-10,18.274604407538046,18.43713039135821,18.21246163691785,18.38454818725586,160900,0.0,0
2007-01-11,18.475365714086056,18.666571502109893,18.34630084983723,18.580528259277344,442500,0.0,0
2007-01-12,18.62832438928618,18.905573320654156,18.618763829792076,18.872112274169922,180800,0.0,0
2007-01-16,18.953384444974887,19.120689750898823,18.867341195216557,19.048986434936523,307600,0.0,0
2007-01-17,18.943826864496955,19.12547213282187,18.762179772680685,19.11591339111328,374500,0.0,0
2007-01-18,19.756456625929772,19.837718694704517,19.10635278176638,19.135032653808594,359300,0.0,0
2007-01-19,19.04899077334397,19.617832590021216,18.94382819573718,19.603490829467773,221100,0.0,0
2007-01-22,19.675189173730487,19.71821079750104,19.311896880161065,19.402719497680664,335800,0.0,0
2007-01-23,19.393160960914962,19.76601385689739,19.364479267573536,19.53656578063965,228500,0.0,0
2007-01-24,19.517445127805956,20.01458168029785,19.512663934166856,20.01458168029785,160800,0.0,0
2007-01-25,19.82815237588845,20.420894480476996,19.722988012939478,20.32529067993164,529600,0.0,0
2007-01-26,20.416111144791316,20.554736549858344,20.181883772703497,20.511714935302734,330300,0.0,0
2007-01-29,20.449581873872948,20.76507325539513,20.420901999592793,20.7220516204834,249300,0.0,0
2007-01-30,20.71249109106467,20.7794132232666,20.463921868963684,20.7794132232666,421600,0.0,0
2007-01-31,20.70770574498215,21.123580214207294,20.664684122407756,20.889352798461914,373800,0.0,0
2007-02-01,21.00886344909668,21.061445650736637,20.8511168441768,21.00886344909668,296000,0.0,0
2007-02-02,20.80331816551217,21.051887440679533,20.80331816551217,21.01364517211914,246500,0.0,0
2007-02-05,20.91325342875232,21.104461046640164,20.85111067941512,20.984956741333008,395700,0.0,0
2007-02-06,21.05666055436612,21.40561294555664,20.98017786346807,21.40561294555664,247800,0.0,0
2007-02-07,21.453421969572098,21.921878814697266,21.271774842363005,21.921878814697266,314700,0.0,0
2007-02-08,21.880859294058606,22.02560735986167,21.740938985956088,21.958057403564453,680600,0.425,0
2007-02-09,21.933937735011952,22.02561177379847,21.51417304548724,21.79884147644043,1067300,0.0,0
2007-02-12,21.736108959341095,21.736108959341095,21.239146338387986,21.4031925201416,482600,0.0,0
2007-02-13,21.379064863360206,21.808479309082028,21.190892813163636,21.80847930908203,438900,0.0,0
2007-02-14,21.480394999545112,21.86156147620831,21.422496876681127,21.44662094116211,620500,0.0,0
2007-02-15,21.88086385780625,22.411602581836082,21.71199353321178,22.04973602294922,673100,0.0,0
2007-02-16,22.04490359374174,22.194475723169056,21.620314948579992,22.136577606201172,345500,0.0,0
2007-02-20,21.59618997689938,22.030430474246085,21.591365900505767,21.99665641784668,1021400,0.0,0
2007-02-21,21.909805287541705,22.387469768546612,21.871207160088055,22.3681697845459,296100,0.0,0
2007-02-22,22.31510291638679,22.850665680867813,22.242728873411597,22.65284538269043,708500,0.0,0
2007-02-23,22.638369995521035,22.638369995521035,21.909812833766722,21.987010955810547,696000,0.0,0
2007-02-26,22.00148664302802,22.00148664302802,21.44179975700244,21.91463851928711,574800,0.0,0
2007-02-27,20.51058985854003,21.832609450582133,20.51058985854003,21.04132843017578,662500,0.0,0
2007-02-28,21.075107990072496,21.514172663176154,20.88211176078692,21.398374557495117,647300,0.0,0
2007-03-01,20.964138179503564,21.22468256641712,20.650519731491098,21.012386322021484,942500,0.0,0
2007-03-02,20.901404291274112,20.940004259572724,20.201795510517947,20.278993606567383,617800,0.0,0
2007-03-05,20.047399940148797,20.327244197349184,19.540787304078552,19.584211349487305,573500,0.0,0
2007-03-06,19.73860293036094,20.037745261804762,19.60833082459974,19.67105484008789,618400,0.0,0
2007-03-07,19.704842648550365,19.704842648550365,19.14032979595411,19.26095199584961,714900,0.0,0
2007-03-08,19.444292848786088,19.864057472358137,19.391218801100898,19.535966873168945,405200,0.0,0
2007-03-09,19.7241297300684,20.18731823271387,19.68552976790753,20.14389419555664,446700,0.0,0
2007-03-12,20.143903447977692,20.544369956873748,20.05705533377248,20.47681999206543,551800,0.0,0
2007-03-13,20.336895339974568,20.336895339974568,19.502188437623406,19.569738388061523,394200,0.0,0
2007-03-14,19.53596497174512,19.71448524522607,19.19339665381399,19.637287139892578,462200,0.0,0
2007-03-15,19.656589993269197,20.298298992344108,19.656589993269197,20.283824920654297,562600,0.0,0
2007-03-16,20.278996051461487,20.375494143294322,19.656587132263144,19.738609313964844,693900,0.0,0
2007-03-19,19.815804242789795,19.946076369798913,19.70000802359128,19.806154251098633,210600,0.0,0
2007-03-20,19.76273701392358,19.984681377602165,19.574566712520067,19.893009185791016,277600,0.0,0
2007-03-21,19.88818074583275,20.100475067927803,19.61316239017972,19.950902938842773,457200,0.0,0
2007-03-22,20.042575342003335,20.2162715191125,19.810981052707046,19.921953201293945,407400,0.0,0
2007-03-23,19.999160902598202,20.023284974216438,19.815814645311985,19.820640563964844,246500,0.0,0
2007-03-26,19.88818241419429,19.89783240790102,19.33331973961984,19.497365951538086,1183100,0.0,0
2007-03-27,19.42016664351518,19.473240685351595,19.072774253711724,19.106548309326172,277500,0.0,0
2007-03-28,18.995574951171875,19.09689895217191,18.7591565767835,18.995574951171875,496700,0.0,0
2007-03-29,19.130678863614506,19.130678863614506,18.85566043500428,18.91838264465332,1150000,0.0,0
2007-03-30,18.91838016283755,19.096902294553306,18.783283925256498,19.053478240966797,1321600,0.0,0
2007-04-02,19.053486357325855,19.217532647360695,18.850840074083298,19.198232650756836,1094200,0.0,0
2007-04-03,19.31402068825376,19.6758871873275,19.31402068825376,19.535966873168945,517800,0.0,0
2007-04-04,19.560089034559084,19.772383364089183,19.468415019098803,19.637287139892578,426600,0.0,0
2007-04-05,19.593860387375663,19.70000845777019,19.502186384563025,19.545610427856445,242800,0.0,0
2007-04-09,19.531143409906104,19.608341532453228,19.420171223778894,19.57939338684082,266400,0.0,0
2007-04-10,19.535963158732233,19.72413340798544,19.535963158732233,19.661409378051758,243400,0.0,0
2007-04-11,19.24647486182307,19.719313589395078,19.24647486182307,19.45394515991211,497700,0.0,0
2007-04-12,19.043822340445306,19.564908981323242,19.043822340445306,19.564908981323242,588500,0.0,0
2007-04-13,19.540786028153633,19.613160045958477,19.328491731432603,19.55043601989746,365500,0.0,0
2007-04-16,19.72413407225173,20.100474583432486,19.545611968778072,20.00880241394043,398100,0.0,0
2007-04-17,20.081179400929855,20.611918081133723,20.02810534885463,20.47681999206543,494900,0.0,0
2007-04-18,20.336894526555383,20.55883883318818,20.336894526555383,20.418916702270508,550300,0.0,0
2007-04-19,20.19697950035248,20.438223876915604,20.163205434877526,20.298301696777344,711100,0.0,0
2007-04-20,20.722881450943536,20.722881450943536,20.26934108282164,20.31276512145996,402700,0.0,0
2007-04-23,20.264518250645974,20.631208723435734,20.225918284800905,20.60226058959961,348700,0.0,0
2007-04-24,20.621567894854863,20.77113821424493,20.447871667971135,20.631216049194336,236300,0.0,0
2007-04-25,20.761478677248952,20.809728629511962,20.38513825233489,20.55400848388672,421100,0.0,0
2007-04-26,20.52988871357183,20.650510858587584,20.423742477530514,20.573312759399414,416800,0.0,0
2007-04-27,20.53953714675232,20.53953714675232,20.25969474864527,20.28864288330078,346200,0.0,0
2007-04-30,20.385148996298675,20.385148996298675,19.598691845111574,19.67588996887207,335700,0.0,0
2007-05-01,19.700014056471534,19.762736260850396,19.014879160966835,19.598690032958984,485200,0.0,0
2007-05-02,20.264523498280305,20.74701215300126,20.196975381107073,20.303123474121094,655400,0.0,0
2007-05-03,20.30312482216153,20.47199512630687,20.129428600441596,20.36102294921875,389600,0.0,0
2007-05-04,20.45606632151468,20.602285147133564,20.23673715344973,20.5291748046875,330500,0.425,0
2007-05-07,20.54379310174644,20.67051555799831,20.499927278568332,20.621776580810547,222600,0.0,0
2007-05-08,20.499936877720508,20.66565208073743,20.446322862145372,20.626659393310547,348200,0.0,0
2007-05-09,20.61690378723332,20.95808224209883,20.475558135188994,20.89472007751465,384500,0.0,0
2007-05-10,20.641272795701376,20.81673610320129,20.295221194394856,20.61690330505371,360100,0.0,0
2007-05-11,20.86061756297094,21.055577352800547,20.73389500107374,20.958097457885742,206600,0.0,0
2007-05-14,20.93371154495403,21.031191363481945,20.82648355864603,20.91908836364746,423300,0.0,0
2007-05-15,20.997072411382934,21.1920301771464,20.158748626708984,20.158748626708984,484800,0.0,0
2007-05-16,20.236732122417145,20.236732122417145,19.505636316806438,19.768831253051758,297500,0.0,0
2007-05-17,19.690853784708292,19.690853784708292,19.193708262045515,19.320430755615234,314000,0.0,0
2007-05-18,19.354544188749497,19.388661847221165,18.964626763878325,19.1108455657959,285800,0.0,0
2007-05-21,19.10110289285408,19.734720982233828,18.993876732212804,19.432533264160156,276300,0.0,0
2007-05-22,19.530013342330864,19.6079968506545,19.33505364188503,19.374046325683594,327400,0.0,0
2007-05-23,19.49589105240416,19.783455519798046,19.232696076971173,19.281436920166016,553800,0.0,0
2007-05-24,19.32043195947143,19.32043195947143,18.66244623630671,18.901269912719727,571700,0.0,0
2007-05-25,18.99874751970375,19.36429551372921,18.920764022015916,19.08647918701172,284900,0.0,0
2007-05-29,19.276561655403768,19.861438751220703,19.276561655403768,19.861438751220703,390900,0.0,0
2007-05-30,19.729842089550228,20.270853379303094,19.57387510538565,20.217239379882812,436500,0.0,0
2007-05-31,20.353709271715783,21.460101302870616,20.2464831361231,21.367496490478516,1190200,0.0,0
2007-06-01,21.333377514570852,21.713546768526,20.71925594819553,20.865476608276367,1205700,0.0,0
2007-06-04,20.690009444864394,21.094548113628004,20.45118402264371,20.9288330078125,250300,0.0,0
2007-06-05,20.782617902468672,20.919088533955062,20.207489013671875,20.207489013671875,376500,0.0,0
2007-06-06,20.051525763305865,20.280603102283298,19.817575269131854,20.139257431030273,293500,0.0,0
2007-06-07,20.139262977955248,20.139262977955248,19.271696090698242,19.271696090698242,380300,0.0,0
2007-06-08,19.33992375613065,19.773707027461885,19.125469627403135,19.598243713378906,314100,0.0,0
2007-06-11,19.110844900684242,19.26681186520462,18.911012111187958,19.023113250732422,398800,0.0,0
2007-06-12,18.998746678858055,19.26681482409126,18.672191377765802,18.92563819885254,523800,0.0,0
2007-06-13,18.950009585795527,19.38379293203677,18.667318228894338,19.320430755615234,375100,0.0,0
2007-06-14,19.30580350422487,19.544627092451535,19.086474391066766,19.247316360473633,371000,0.0,0
2007-06-15,19.64698133844262,19.866308585856917,19.530005195118637,19.81269645690918,623800,0.0,0
2007-06-18,19.812703133663543,19.856568969783453,19.38379294263257,19.452028274536133,411600,0.0,0
2007-06-19,19.330174972908136,19.661605253575082,19.24244331865671,19.642108917236328,467800,0.0,0
2007-06-20,19.71522218296109,19.71522218296109,19.08647918701172,19.08647918701172,511800,0.0,0
2007-06-21,18.91100928410412,19.179077348094378,18.574705915746087,19.120590209960938,525700,0.0,0
2007-06-22,19.023119839332058,19.08648202163653,18.647823619949424,18.789169311523438,1151100,0.0,0
2007-06-25,18.81353816810663,19.008497864270062,18.482107800192864,18.569839477539062,757900,0.0,0
2007-06-26,18.647819928739516,18.876897255306645,18.262777473779074,18.399248123168945,567300,0.0,0
2007-06-27,18.218905946283,18.92563218403494,18.033694509106667,18.915884017944336,632500,0.0,0
2007-06-28,18.959747360129565,19.213192208302534,18.574703216552734,18.574703216552734,490400,0.0,0
2007-06-29,18.61857949376223,18.803791010859424,18.170172956464814,18.277400970458984,858300,0.0,0
2007-07-02,18.433369490144532,19.003625414066107,18.301771969239553,18.989002227783203,402000,0.0,0
2007-07-03,18.99875040290663,19.00362541809314,18.657571851518483,18.725807189941406,216800,0.0,0
2007-07-05,18.77941855219535,19.11572390022892,18.730679562846873,18.896394729614258,337300,0.0,0
2007-07-06,18.85252467560347,19.076726951258966,18.535715737932072,19.013364791870117,232900,0.0,0
2007-07-09,19.032866597798492,19.062111108831637,18.681941761767636,18.740428924560547,225800,0.0,0
2007-07-10,18.540590345820096,18.720926793227125,18.06781445635735,18.087310791015625,394600,0.0,0
2007-07-11,18.0873125290282,18.277397162029633,17.94109372358656,18.08243751525879,305200,0.0,0
2007-07-12,18.22866252000358,18.73555437560139,17.984963833154726,18.691688537597656,251000,0.0,0
2007-07-13,18.74529669191047,19.032861126954817,18.74529669191047,19.013364791870117,290900,0.0,0
2007-07-16,18.998745255003783,19.296057885521105,18.86227461513604,19.008493423461914,419700,0.0,0
2007-07-17,19.105977356680356,19.22782669969583,18.599083643510383,18.62345314025879,457400,0.0,0
2007-07-18,18.569832161263058,18.779413101320834,18.311512246003684,18.774539947509766,458200,0.0,0
2007-07-19,18.920761902485975,19.13034287765821,18.83790525890641,18.881771087646484,190500,0.0,0
2007-07-20,18.837906168228837,18.881771999086354,17.975212734213095,18.52109718322754,889400,0.0,0
2007-07-23,18.589333838151095,18.74530083475279,18.087315184043977,18.1068115234375,376300,0.0,0
2007-07-24,17.83874198175469,18.038574817696333,17.093024643116685,17.20512580871582,442000,0.0,0
2007-07-25,17.395205215313744,17.68276963465368,17.01016284441945,17.48293685913086,461300,0.0,0
2007-07-26,15.889148508513543,17.268483523166655,15.889148508513543,16.92243194580078,660300,0.0,0
2007-07-27,16.503269018012883,17.141758141837748,16.366798400878906,16.366798400878906,627600,0.0,0
2007-07-30,16.435033030171642,16.64948711384328,16.103602808596527,16.27906608581543,596900,0.0,0
2007-07-31,16.47402570763561,16.761590142565673,15.699064051418858,15.85503101348877,527500,0.0,0
2007-08-01,15.879414200631194,16.58126605320096,15.167813243618232,16.435047149658203,512300,0.0,0
2007-08-02,16.205958872470447,16.849323106034202,15.908646246800092,16.05974006652832,557100,0.0,0
2007-08-03,16.05486911622659,16.10848312580543,15.221420038064966,15.640582084655762,862600,0.0,0
2007-08-06,15.952514883401133,16.025625228881836,15.109317699417412,16.025625228881836,594800,0.0,0
2007-08-07,16.02561893280683,16.322931494020626,15.36763258944392,15.845280647277832,492900,0.0,0
2007-08-08,16.449657916575063,16.820079024912616,15.991505150607265,16.727474212646484,640300,0.0,0
2007-08-09,16.039031101185564,17.504752391936844,16.039031101185564,17.00630760192871,1136100,0.425,0
2007-08-10,16.69045877791058,17.485007833556967,16.349938560884567,16.873056411743164,733100,0.0,0
2007-08-13,17.292546695171126,17.879821417827763,16.877999278417487,16.952024459838867,420100,0.0,0
2007-08-14,17.10007412191386,17.174099284002462,16.31539535522461,16.31539535522461,353400,0.0,0
2007-08-15,16.251237773744,17.292541184123216,16.04889933020485,16.098249435424805,382200,0.0,0
2007-08-16,15.86630484315685,16.902672319959287,15.792277787991157,16.794099807739258,769800,0.0,0
2007-08-17,16.794099474135162,17.702155504210147,16.794099474135162,17.509687423706055,796000,0.0,0
2007-08-20,17.485012178612287,18.116702668362162,17.32708955617482,18.087093353271484,401200,0.0,0
2007-08-21,17.929170087306634,18.299301573344316,17.48501155102698,17.88968849182129,439900,0.0,0
