contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
BRKB230120P00100000,2021-12-14 18:27:38+00:00,100.0,0.01,0.0,0.6,-0.1,-90.909096,1.0,150,0.51562984375,False,REGULAR,USD
BRKB230120P00105000,2021-12-13 16:07:31+00:00,105.0,0.2,0.0,0.96,0.0,0.0,1.0,7,0.532231240234375,False,REGULAR,USD
BRKB230120P00110000,2021-11-10 11:57:20+00:00,110.0,0.77,0.0,0.9,0.0,0.0,1.0,0,0.5048877636718749,False,REGULAR,USD
BRKB230120P00115000,2021-11-10 11:57:20+00:00,115.0,0.75,0.0,0.99,0.0,0.0,1.0,46,0.4919484399414063,False,REGULAR,USD
BRKB230120P00120000,2021-11-12 14:33:34+00:00,120.0,0.38,0.06,0.72,0.0,0.0,1.0,327,0.4480035668945312,False,REGULAR,USD
BRKB230120P00125000,2022-01-03 17:00:32+00:00,125.0,2.2,0.02,2.2,1.6,266.66666,6.0,127,0.5258836474609375,False,REGULAR,USD
BRKB230120P00130000,2022-01-03 15:40:52+00:00,130.0,0.4,0.2,0.5,-0.51,-56.043953,1.0,139,0.389654541015625,False,REGULAR,USD
BRKB230120P00135000,2021-11-30 20:02:59+00:00,135.0,0.85,0.0,5.0,0.0,0.0,1.0,123,0.5874064697265625,False,REGULAR,USD
BRKB230120P00140000,2021-12-29 19:28:58+00:00,140.0,0.35,0.0,5.0,0.0,0.0,6.0,94,0.5645185150146486,False,REGULAR,USD
BRKB230120P00145000,2021-11-30 14:35:20+00:00,145.0,0.62,0.0,5.0,0.0,0.0,2.0,16,0.5424850439453126,False,REGULAR,USD
BRKB230120P00150000,2022-01-03 15:40:52+00:00,150.0,0.63,0.28,1.23,-0.26999998,-29.999998,1.0,215,0.38172005004882803,False,REGULAR,USD
BRKB230120P00155000,2021-12-01 20:59:36+00:00,155.0,1.5,0.02,1.92,0.0,0.0,11.0,391,0.3991759301757813,False,REGULAR,USD
BRKB230120P00160000,2021-12-20 15:31:51+00:00,160.0,1.33,0.0,5.0,0.0,0.0,2.0,252,0.48065704895019534,False,REGULAR,USD
BRKB230120P00165000,2021-12-30 20:50:10+00:00,165.0,1.15,0.55,1.29,0.0,0.0,34.0,269,0.33838552246093745,False,REGULAR,USD
BRKB230120P00170000,2021-12-30 17:35:25+00:00,170.0,1.05,0.3,5.0,0.0,0.0,3.0,100,0.4425104577636719,False,REGULAR,USD
BRKB230120P00175000,2021-12-20 17:20:14+00:00,175.0,2.0,1.29,5.0,0.0,0.0,1.0,189,0.42426112854003906,False,REGULAR,USD
BRKB230120P00180000,2021-12-22 20:10:29+00:00,180.0,2.31,0.0,2.72,0.0,0.0,10.0,320,0.34717449707031245,False,REGULAR,USD
