contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
FB230120C00100000,2021-12-30 20:30:17+00:00,100.0,248.0,239.45,242.5,0.0,0.0,1,1068,0.7077665942382813,True,REGULAR,USD
FB230120C00105000,2021-12-28 15:10:27+00:00,105.0,246.15,234.4,237.5,0.0,0.0,2,726,0.6796907031250001,True,REGULAR,USD
FB230120C00110000,2021-12-21 15:15:16+00:00,110.0,217.55,229.85,232.05,0.0,0.0,3,727,0.6544224011230471,True,REGULAR,USD
FB230120C00115000,2021-12-21 15:44:02+00:00,115.0,213.25,224.95,228.0,0.0,0.0,4,762,0.6567417138671876,True,REGULAR,USD
FB230120C00120000,2021-12-16 20:13:55+00:00,120.0,217.4,220.1,223.15,0.0,0.0,3,164,0.6397130755615235,True,REGULAR,USD
FB230120C00125000,2021-12-20 17:18:54+00:00,125.0,202.7,215.35,218.45,0.0,0.0,2,565,0.6284216845703126,True,REGULAR,USD
FB230120C00130000,2021-12-27 16:00:29+00:00,130.0,218.3,210.55,213.55,0.0,0.0,10,308,0.6119423571777345,True,REGULAR,USD
FB230120C00135000,2021-12-21 15:37:06+00:00,135.0,193.65,205.65,208.85,0.0,0.0,8,235,0.597782342529297,True,REGULAR,USD
FB230120C00140000,2022-01-03 15:15:44+00:00,140.0,202.9,201.0,203.85,3.2799988,1.6431215,7,265,0.582889913330078,True,REGULAR,USD
FB230120C00145000,2022-01-03 19:29:43+00:00,145.0,197.52,195.2,199.3,-3.4799957,-1.7313411,2,560,0.5564009204101563,True,REGULAR,USD
FB230120C00150000,2022-01-03 20:53:58+00:00,150.0,192.97,191.65,192.8,-4.529999,-2.2936702,12,1118,0.5359543475341797,True,REGULAR,USD
FB230120C00155000,2022-01-03 19:43:51+00:00,155.0,187.94,185.75,189.85,2.4199982,1.3044406,6,230,0.5352829675292969,True,REGULAR,USD
FB230120C00160000,2022-01-03 20:57:00+00:00,160.0,182.68,182.2,183.4,17.679993,10.715147,25,280,0.5164843273925781,True,REGULAR,USD
