contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
V230120P00095000,2022-01-03 20:29:03+00:00,95.0,1.1,1.05,1.15,0.01999998,1.85185,18,650,0.4753470434570312,False,REGULAR,USD
V230120P00100000,2022-01-03 14:46:12+00:00,100.0,1.35,1.08,1.29,0.060000062,4.6511674,5,521,0.4596001306152344,False,REGULAR,USD
V230120P00105000,2021-12-28 19:56:18+00:00,105.0,1.45,0.67,2.04,0.0,0.0,17,49,0.47876497802734375,False,REGULAR,USD
V230120P00110000,2022-01-03 19:31:12+00:00,110.0,1.7,1.56,1.78,0.04000008,2.4096434,2,291,0.4392756268310547,False,REGULAR,USD
V230120P00115000,2021-12-28 19:53:28+00:00,115.0,1.93,1.18,3.8,0.0,0.0,35,220,0.500005,False,REGULAR,USD
V230120P00120000,2021-12-29 14:55:43+00:00,120.0,2.27,0.4,3.05,0.0,0.0,1,132,0.44605046142578125,False,REGULAR,USD
V230120P00125000,2021-12-31 17:50:18+00:00,125.0,2.58,2.36,2.89,0.0,0.0,4,241,0.4155331884765625,False,REGULAR,USD
V230120P00130000,2022-01-03 17:36:06+00:00,130.0,2.75,2.62,3.2,-0.049999952,-1.7857127,8,487,0.40277696838378907,False,REGULAR,USD
V230120P00135000,2022-01-03 15:46:57+00:00,135.0,3.2,2.7,3.3,-0.01999998,-0.6211174,1,383,0.38281867187499996,False,REGULAR,USD
V230120P00140000,2022-01-03 18:57:01+00:00,140.0,3.41,3.2,3.8,-0.26,-7.084468,2,670,0.3751283190917969,False,REGULAR,USD
V230120P00145000,2021-12-30 15:50:55+00:00,145.0,3.75,3.1,4.35,0.0,0.0,3,1184,0.36737693176269537,False,REGULAR,USD
V230120P00150000,2022-01-03 19:07:26+00:00,150.0,4.45,4.0,4.75,-0.5500002,-11.000004,6,596,0.35474278076171867,False,REGULAR,USD
V230120P00155000,2022-01-03 15:38:06+00:00,155.0,4.95,3.7,5.5,-0.75,-13.157895,6,333,0.3493717407226562,False,REGULAR,USD
V230120P00160000,2022-01-03 17:36:03+00:00,160.0,5.95,5.5,6.2,-0.24000025,-3.8772252,7,1321,0.34134569793701175,False,REGULAR,USD
V230120P00165000,2022-01-03 14:51:28+00:00,165.0,7.05,6.4,6.9,0.0,0.0,4,437,0.33209896423339846,False,REGULAR,USD
V230120P00170000,2022-01-03 19:47:03+00:00,170.0,7.6,7.4,7.8,-0.3499999,-4.4025145,11,2231,0.3253546469116211,False,REGULAR,USD
V230120P00175000,2022-01-03 15:11:24+00:00,175.0,8.7,8.35,8.75,-0.4499998,-4.918031,6,1038,0.3180305014038085,False,REGULAR,USD
V230120P00180000,2022-01-03 20:27:53+00:00,180.0,9.65,9.25,9.8,-0.6000004,-5.8536625,92,3073,0.31095049407958975,False,REGULAR,USD
V230120P00185000,2022-01-03 20:28:58+00:00,185.0,10.9,10.7,11.05,-0.70000076,-6.034489,211,1081,0.3053963504028321,False,REGULAR,USD
V230120P00190000,2022-01-03 15:35:59+00:00,190.0,12.08,11.95,12.4,-1.0699997,-8.136881,8,1643,0.29968962036132807,False,REGULAR,USD
V230120P00195000,2022-01-03 15:36:04+00:00,195.0,13.65,13.45,14.55,-1.1500006,-7.7702737,9,1238,0.30289393402099607,False,REGULAR,USD
V230120P00200000,2022-01-03 19:49:34+00:00,200.0,15.3,15.1,15.65,-1.0999994,-6.7073135,18,5085,0.2907328007507323,False,REGULAR,USD
V230120P00205000,2022-01-03 15:43:11+00:00,205.0,17.1,16.9,18.05,-1.1499996,-6.301368,6,1612,0.29315892395019527,False,REGULAR,USD
V230120P00210000,2022-01-03 20:50:17+00:00,210.0,19.15,18.85,20.7,-1.6000004,-7.710845,16,2601,0.29645478942871095,False,REGULAR,USD
V230120P00215000,2022-01-03 15:49:55+00:00,215.0,21.5,21.0,23.0,-1.3500004,-5.9080977,7,1168,0.2938150453186034,False,REGULAR,USD
V230120P00220000,2022-01-03 18:21:16+00:00,220.0,23.61,23.4,24.6,-1.7399998,-6.863904,29,2734,0.28171494659423824,False,REGULAR,USD
V230120P00225000,2022-01-03 15:35:59+00:00,225.0,26.0,25.85,26.4,-2.3500004,-8.289243,23,1594,0.2704082969665527,True,REGULAR,USD
V230120P00230000,2021-12-27 19:06:47+00:00,230.0,30.9,28.2,29.3,0.0,0.0,1,784,0.2696911410522461,True,REGULAR,USD
V230120P00235000,2021-12-23 18:06:37+00:00,235.0,34.45,30.75,32.15,0.0,0.0,2,428,0.26673096557617193,True,REGULAR,USD
V230120P00240000,2021-12-29 20:01:10+00:00,240.0,36.9,32.95,35.35,0.0,0.0,10,420,0.26602906829833983,True,REGULAR,USD
V230120P00245000,2021-12-31 18:42:33+00:00,245.0,40.71,36.45,38.55,0.0,0.0,1,426,0.2637402728271484,True,REGULAR,USD
V230120P00250000,2021-12-30 20:10:51+00:00,250.0,43.3,40.0,42.9,0.0,0.0,40,174,0.2731395928955078,True,REGULAR,USD
V230120P00260000,2022-01-03 15:10:40+00:00,260.0,50.0,47.25,49.3,-1.0,-1.9607844,6,299,0.2609021664428711,True,REGULAR,USD
V230120P00270000,2021-12-20 14:35:32+00:00,270.0,67.4,55.45,57.0,0.0,0.0,20,605,0.25833871551513676,True,REGULAR,USD
V230120P00280000,2021-12-29 17:31:39+00:00,280.0,67.7,63.25,65.5,0.0,0.0,3,402,0.2614514773559571,True,REGULAR,USD
V230120P00290000,2021-12-27 15:48:56+00:00,290.0,78.3,71.85,74.25,0.0,0.0,1,627,0.2640454455566406,True,REGULAR,USD
V230120P00300000,2022-01-03 20:16:39+00:00,300.0,82.2,81.15,83.2,-11.800003,-12.553194,1,832,0.26605958557128906,True,REGULAR,USD
V230120P00305000,2021-11-10 12:00:11+00:00,305.0,79.0,91.9,95.9,0.0,0.0,2,79,0.39073790420532223,True,REGULAR,USD
