contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
BRKB230120C00100000,2021-12-16 14:32:08+00:00,100.0,198.3,201.3,203.4,0.0,0.0,1.0,434,0.603763728027344,True,REGULAR,USD
BRKB230120C00105000,2021-11-30 20:51:24+00:00,105.0,173.75,194.7,198.8,0.0,0.0,4.0,68,0.5311326184082032,True,REGULAR,USD
BRKB230120C00110000,2021-11-09 16:02:35+00:00,110.0,177.8,177.75,181.9,0.0,0.0,50.0,158,1.0000000000000003e-05,True,REGULAR,USD
BRKB230120C00115000,2021-11-10 11:57:18+00:00,115.0,166.6,172.85,176.85,0.0,0.0,50.0,67,1.0000000000000003e-05,True,REGULAR,USD
BRKB230120C00120000,2021-12-15 20:26:55+00:00,120.0,175.07,180.95,184.05,0.0,0.0,1.0,78,0.5202684692382812,True,REGULAR,USD
BRKB230120C00125000,2021-12-14 18:30:49+00:00,125.0,172.2,176.4,179.25,0.0,0.0,,1,0.5168505346679688,True,REGULAR,USD
BRKB230120C00130000,2021-12-13 18:07:31+00:00,130.0,162.55,169.75,173.4,0.0,0.0,1.0,7,0.5229539892578124,True,REGULAR,USD
BRKB230120C00135000,2021-12-20 17:39:58+00:00,135.0,157.55,164.5,169.4,0.0,0.0,1.0,10,0.5408981457519533,True,REGULAR,USD
BRKB230120C00140000,2021-12-30 15:08:26+00:00,140.0,163.0,160.4,164.35,0.0,0.0,4.0,85,0.5178270874023438,True,REGULAR,USD
BRKB230120C00145000,2021-11-18 19:38:40+00:00,145.0,138.4,149.2,153.45,0.0,0.0,5.0,28,1.0000000000000003e-05,True,REGULAR,USD
BRKB230120C00150000,2021-12-22 17:37:43+00:00,150.0,146.3,150.5,154.4,0.0,0.0,3.0,485,0.47900911621093745,True,REGULAR,USD
BRKB230120C00155000,2021-12-16 20:41:43+00:00,155.0,149.0,145.5,149.95,0.0,0.0,2.0,8,0.47650669982910154,True,REGULAR,USD
BRKB230120C00160000,2022-01-03 15:52:25+00:00,160.0,143.65,141.9,145.15,1.1499939,0.8070133,1.0,252,0.46295703063964844,True,REGULAR,USD
BRKB230120C00165000,2021-11-10 11:57:19+00:00,165.0,131.0,124.3,128.35,0.0,0.0,2.0,136,1.0000000000000003e-05,True,REGULAR,USD
BRKB230120C00170000,2022-01-03 15:53:29+00:00,170.0,133.43,132.65,135.95,18.429993,16.026081,2.0,1288,0.44598942687988286,True,REGULAR,USD
BRKB230120C00175000,2021-12-02 14:35:59+00:00,175.0,105.7,125.55,129.9,0.0,0.0,1.0,51,0.40180041564941404,True,REGULAR,USD
BRKB230120C00180000,2021-12-31 15:10:17+00:00,180.0,124.0,122.7,126.5,0.0,0.0,10.0,973,0.4219418157958984,True,REGULAR,USD
BRKB230120C00185000,2022-01-03 20:00:15+00:00,185.0,119.1,117.15,121.4,16.099998,15.631066,6.0,54,0.40201403656005863,True,REGULAR,USD
BRKB230120C00190000,2022-01-03 16:49:37+00:00,190.0,113.4,112.95,116.65,4.5200043,4.1513634,121.0,10321,0.38977661010742193,True,REGULAR,USD
BRKB230120C00195000,2021-12-13 16:35:41+00:00,195.0,97.52,108.15,111.95,0.0,0.0,4.0,150,0.37851573638916014,True,REGULAR,USD
BRKB230120C00200000,2022-01-03 20:39:12+00:00,200.0,106.06,104.25,106.8,2.3099976,2.2265036,22.0,13792,0.3587710607910156,True,REGULAR,USD
BRKB230120C00205000,2021-12-06 16:14:20+00:00,205.0,86.1,98.5,102.9,0.0,0.0,1.0,483,0.3617007189941406,True,REGULAR,USD
BRKB230120C00210000,2021-12-31 17:45:58+00:00,210.0,95.8,94.35,98.35,0.0,0.0,2.0,399,0.3523013989257812,True,REGULAR,USD
BRKB230120C00215000,2021-12-27 16:35:06+00:00,215.0,90.3,89.0,94.0,0.0,0.0,1.0,97,0.34570966796874997,True,REGULAR,USD
BRKB230120C00220000,2021-12-30 20:12:44+00:00,220.0,87.88,85.05,89.4,0.0,0.0,3.0,860,0.33484551879882807,True,REGULAR,USD
BRKB230120C00225000,2022-01-03 20:59:55+00:00,225.0,83.0,80.5,85.0,0.15000153,0.18105194,7.0,340,0.32660585510253903,True,REGULAR,USD
BRKB230120C00230000,2022-01-03 18:42:05+00:00,230.0,77.65,77.6,79.35,-1.0899963,-1.3842981,1.0,376,0.3010628976440429,True,REGULAR,USD
BRKB230120C00235000,2021-12-29 14:36:03+00:00,235.0,74.0,71.7,75.5,0.0,0.0,1.0,177,0.29990324127197265,True,REGULAR,USD
BRKB230120C00240000,2022-01-03 17:06:04+00:00,240.0,69.81,68.7,71.6,-0.040000916,-0.05726688,31.0,572,0.29694306579589835,True,REGULAR,USD
BRKB230120C00245000,2021-12-29 15:38:54+00:00,245.0,66.03,63.25,67.3,0.0,0.0,1.0,178,0.28835245346069327,True,REGULAR,USD
BRKB230120C00250000,2022-01-03 18:44:25+00:00,250.0,60.93,59.1,62.25,-0.36999893,-0.60358715,202.0,1605,0.27089657333374023,True,REGULAR,USD
BRKB230120C00255000,2021-12-30 20:05:05+00:00,255.0,57.85,57.15,58.35,0.0,0.0,5.0,231,0.26602906829833983,True,REGULAR,USD
BRKB230120C00260000,2021-12-31 15:32:16+00:00,260.0,53.2,53.0,55.5,0.0,0.0,1.0,1442,0.2710033837890625,True,REGULAR,USD
BRKB230120C00265000,2021-12-30 18:54:30+00:00,265.0,50.35,49.0,50.75,0.0,0.0,2.0,1409,0.25572948867797857,True,REGULAR,USD
BRKB230120C00270000,2022-01-03 17:41:56+00:00,270.0,46.0,45.55,46.5,0.15000153,0.3271571,1.0,1863,0.24506370178222658,True,REGULAR,USD
BRKB230120C00280000,2022-01-03 15:43:49+00:00,280.0,38.8,38.5,40.1,-0.5,-1.2722646,2.0,2684,0.24077602493286132,True,REGULAR,USD
BRKB230120C00290000,2022-01-03 20:42:05+00:00,290.0,32.66,31.75,34.5,-0.5400009,-1.6265087,124.0,9414,0.23892972991943356,True,REGULAR,USD
BRKB230120C00300000,2022-01-03 20:39:12+00:00,300.0,26.58,26.1,26.75,-0.12000084,-0.44944134,318.0,15601,0.21498892929077146,True,REGULAR,USD
BRKB230120C00310000,2022-01-03 16:32:09+00:00,310.0,21.59,20.8,23.5,0.040000916,0.18561912,52.0,1050,0.22365583480834955,False,REGULAR,USD
BRKB230120C00320000,2022-01-03 19:51:29+00:00,320.0,16.7,16.15,19.0,-0.29999924,-1.7647014,129.0,748,0.2175828974914551,False,REGULAR,USD
BRKB230120C00330000,2022-01-03 19:16:10+00:00,330.0,12.5,12.15,13.15,-0.39999962,-3.1007724,9.0,2315,0.19509166732788086,False,REGULAR,USD
BRKB230120C00340000,2022-01-03 20:18:47+00:00,340.0,8.81,8.05,11.5,-0.43999958,-4.7567525,23.0,1527,0.2040027110290527,False,REGULAR,USD
BRKB230120C00350000,2022-01-03 16:40:44+00:00,350.0,6.8,5.6,7.0,-0.25,-3.5460994,22.0,1599,0.18096216995239256,False,REGULAR,USD
BRKB230120C00360000,2022-01-03 19:52:11+00:00,360.0,4.75,2.54,5.85,-0.3499999,-6.8627434,2.0,773,0.186531572265625,False,REGULAR,USD
BRKB230120C00370000,2021-12-31 19:12:54+00:00,370.0,3.47,3.2,4.05,0.0,0.0,1.0,379,0.1803670831298828,False,REGULAR,USD
BRKB230120C00380000,2021-12-31 16:04:52+00:00,380.0,1.57,0.03,2.72,0.0,0.0,1.0,551,0.174812939453125,False,REGULAR,USD
BRKB230120C00390000,2021-12-28 20:59:32+00:00,390.0,2.1,0.05,2.02,0.0,0.0,20.0,185,0.17505707763671874,False,REGULAR,USD
BRKB230120C00400000,2021-12-31 15:56:34+00:00,400.0,1.45,1.01,1.75,0.0,0.0,14.0,1511,0.1815267395019531,False,REGULAR,USD
BRKB230120C00410000,2021-12-27 18:26:14+00:00,410.0,2.64,1.0,5.0,0.0,0.0,6.0,608,0.25110612182617187,False,REGULAR,USD
BRKB230120C00420000,2021-12-16 16:19:10+00:00,420.0,2.98,0.02,1.76,0.0,0.0,1.0,76,0.20471986694335934,False,REGULAR,USD
BRKB230120C00430000,2021-12-30 20:00:08+00:00,430.0,0.83,0.05,0.65,0.0,0.0,2.0,696,0.17945156494140624,False,REGULAR,USD
